Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Ha Dong,2023-11-17 19:10:50.000000 ,20.01,45,1.38,1023,19.24,19,63,10000,Mây rải rác,Nắng
Hau Duong,2023-11-17 19:10:50.000000 ,20.02,56,2.06,1023,19.54,310,69,7000,Mây rải rác,Nắng
Yen Lap,2023-11-17 19:10:50.000000 ,17.79,60,1.39,1024,17.19,248,84,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-17 19:10:50.000000 ,18.19,56,1.15,1023,17.53,279,87,10000,Mây u ám,Nắng
Doan Hung,2023-11-17 19:10:50.000000 ,18.57,56,0.67,1023,17.94,294,82,10000,Mây rải rác,Nắng
Son Duong,2023-11-17 19:10:51.000000 ,18.06,58,0.56,1024,17.44,59,83,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-11-19 13:15:10.000000 ,34.01,40,1.03,1011,35.45,0,0,10000,Không xác định,Nắng
Hanoi,2023-11-19 13:17:24.000000 ,25.0,34,2.4,1019,24.44,322,21,10000,Mây ít,Nắng
Turan,2023-11-19 13:17:47.000000 ,24.99,65,2.57,1017,25.24,360,75,10000,Mây rải rác,Nắng
Haiphong,2023-11-19 13:17:47.000000 ,25.95,29,2.06,1019,25.95,270,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-19 13:17:47.000000 ,33.99,61,2.38,1011,40.99,326,92,10000,Mây u ám,Nắng
Can Tho,2023-11-19 13:17:47.000000 ,29.99,62,1.54,1011,33.22,0,0,10000,Không xác định,Nắng
Thu Dau Mot,2023-11-19 13:17:47.000000 ,34.03,40,1.03,1011,35.48,0,0,10000,Không xác định,Nắng
Di An,2023-11-19 13:17:48.000000 ,33.82,40,1.03,1011,35.12,0,0,10000,Không xác định,Nắng
Hue,2023-11-19 13:17:48.000000 ,24.06,73,2.57,1017,24.43,250,75,10000,Mây rải rác,Nắng
Vung Tau,2023-11-19 13:17:48.000000 ,27.96,68,1.65,1011,30.33,184,94,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-19 13:17:47.000000 ,34.03,40,1.03,1011,35.48,0,0,10000,Không xác định,Nắng
Nha Trang,2023-11-19 13:17:48.000000 ,28.0,71,5.58,1014,30.8,9,99,10000,Mây u ám,Nắng
Ha Long,2023-11-19 13:17:48.000000 ,25.77,40,3.28,1019,25.45,142,36,10000,Mây rải rác,Nắng
Qui Nhon,2023-11-19 13:17:48.000000 ,23.91,84,7.6,1015,24.55,358,98,10000,Mưa nhẹ,Mưa
Thanh Hoa,2023-11-19 13:17:48.000000 ,25.37,44,2.31,1019,25.11,79,26,10000,Mây rải rác,Nắng
Thai Nguyen,2023-11-19 13:17:49.000000 ,24.88,46,1.99,1019,24.62,339,52,10000,Mây rải rác,Nắng
Buon Ma Thuot,2023-11-19 13:17:49.000000 ,26.28,60,4.52,1014,26.28,73,60,10000,Mây rải rác,Nắng
Long Xuyen,2023-11-19 13:17:49.000000 ,29.97,54,4.29,1012,31.66,14,99,10000,Mây u ám,Nắng
Phu Khuong,2023-11-19 13:17:49.000000 ,28.97,55,3.11,1012,30.26,6,88,10000,Mây u ám,Nắng
Vinh,2023-11-19 13:17:49.000000 ,23.11,60,3.42,1020,23.04,31,20,10000,Mây ít,Nắng
Rach Gia,2023-11-19 13:17:49.000000 ,27.92,62,5.22,1012,29.55,21,94,10000,Mây u ám,Nắng
Da Lat,2023-11-19 13:17:49.000000 ,23.75,50,1.5,1013,23.49,49,83,10000,Mây rải rác,Nắng
Bac Ninh,2023-11-19 13:17:50.000000 ,25.05,32,2.42,1019,24.45,337,26,10000,Mây rải rác,Nắng
Hai Duong,2023-11-19 13:17:50.000000 ,26.0,32,2.71,1019,26.0,340,23,10000,Mây ít,Nắng
Phan Thiet,2023-11-19 13:17:50.000000 ,29.57,54,3.45,1011,31.03,120,95,10000,Mây u ám,Nắng
Pleiku,2023-11-19 13:17:50.000000 ,26.37,49,3.64,1014,26.37,66,8,10000,Không xác định,Nắng
Nam Dinh,2023-11-19 13:17:50.000000 ,25.6,36,1.57,1019,25.16,359,24,10000,Mây ít,Nắng
Ca Mau,2023-11-19 13:17:50.000000 ,29.47,60,2.89,1012,31.85,21,88,10000,Mây u ám,Nắng
Viet Tri,2023-11-19 13:17:50.000000 ,24.97,38,2.37,1019,24.51,321,24,10000,Mây ít,Nắng
Soc Trang,2023-11-19 13:17:50.000000 ,29.69,62,2.51,1011,32.63,11,83,10000,Mây rải rác,Nắng
Quang Ngai,2023-11-19 13:17:51.000000 ,22.38,86,3.54,1017,22.92,328,99,10000,Mây u ám,Nắng
Thai Binh,2023-11-19 13:17:51.000000 ,25.55,36,1.47,1019,25.1,10,22,10000,Mây ít,Nắng
My Tho,2023-11-19 13:17:51.000000 ,30.31,57,2.09,1011,32.81,351,76,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-19 13:17:51.000000 ,24.14,86,6.44,1015,24.86,9,100,10000,Mây u ám,Nắng
Bac Lieu,2023-11-19 13:17:51.000000 ,29.04,63,2.24,1012,31.58,10,95,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-19 13:17:51.000000 ,25.99,28,0.69,1019,25.99,285,36,10000,Mây rải rác,Nắng
Bac Giang,2023-11-19 13:17:51.000000 ,25.04,31,1.88,1019,24.41,334,30,10000,Mây rải rác,Nắng
Tay Ninh,2023-11-19 13:17:52.000000 ,29.11,55,3.38,1012,30.47,9,87,10000,Mây u ám,Nắng
Ninh Binh,2023-11-19 13:17:52.000000 ,25.87,38,2.0,1019,25.5,40,28,10000,Mây rải rác,Nắng
Tan An,2023-11-19 13:17:52.000000 ,34.01,60,2.5,1011,41.01,347,80,10000,Mây rải rác,Nắng
Kon Tum,2023-11-19 13:17:52.000000 ,27.37,50,2.48,1014,27.78,55,18,10000,Mây ít,Nắng
Tam Ky,2023-11-19 13:17:52.000000 ,22.38,83,2.31,1017,22.84,342,99,10000,Mây u ám,Nắng
Vinh Long,2023-11-19 13:17:52.000000 ,29.99,56,2.99,1011,32.05,6,74,10000,Mây rải rác,Nắng
Lao Cai,2023-11-19 13:17:52.000000 ,24.77,45,1.05,1019,24.48,44,55,10000,Mây rải rác,Nắng
Lagi,2023-11-19 13:17:52.000000 ,28.47,62,2.43,1011,30.43,143,86,10000,Mây u ám,Nắng
Rach Gia,2023-11-19 13:17:49.000000 ,27.92,62,5.22,1012,29.55,21,94,10000,Mây u ám,Nắng
Con Son,2023-11-19 13:17:53.000000 ,27.28,76,6.33,1012,29.94,27,93,10000,Mưa vừa,Mưa
Cho Dok,2023-11-19 13:17:53.000000 ,29.0,53,6.0,1012,30.04,22,91,10000,Mây u ám,Nắng
Loc Ninh,2023-11-19 13:17:53.000000 ,31.82,46,2.0,1011,33.16,16,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-11-19 13:17:53.000000 ,28.47,64,6.24,1012,30.71,39,94,10000,Mây u ám,Nắng
Kwang Binh,2023-11-19 13:17:53.000000 ,23.0,71,5.42,1019,23.21,2,96,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-19 13:17:53.000000 ,20.91,46,0.54,1020,20.26,41,94,10000,Mây u ám,Nắng
Turan,2023-11-19 13:17:54.000000 ,24.99,65,2.57,1017,25.24,360,75,10000,Mây rải rác,Nắng
Don Luan,2023-11-19 13:17:54.000000 ,32.19,51,1.1,1011,34.97,355,98,10000,Mây u ám,Nắng
Loc Ninh,2023-11-19 13:17:53.000000 ,31.82,46,2.0,1011,33.16,16,100,10000,Mây u ám,Nắng
Song Cau,2023-11-19 13:13:27.000000 ,24.13,84,6.81,1015,24.79,2,97,10000,Mây u ám,Nắng
Bim Son,2023-11-19 13:17:54.000000 ,25.58,39,2.27,1019,25.21,63,19,10000,Mây ít,Nắng
Cu Chi,2023-11-19 13:17:54.000000 ,34.01,60,3.54,1012,41.01,2,95,10000,Mây u ám,Nắng
Uyen Hung,2023-11-19 13:17:54.000000 ,33.78,60,2.53,1011,40.78,342,90,10000,Mây u ám,Nắng
Ben Tre,2023-11-19 13:17:54.000000 ,30.71,56,1.85,1011,33.34,350,78,10000,Mây rải rác,Nắng
Sa Dec,2023-11-19 13:17:55.000000 ,29.99,55,3.52,1012,31.87,7,88,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-19 13:17:55.000000 ,27.34,70,4.57,1014,29.44,13,99,10000,Mây u ám,Nắng
Song Cau,2023-11-19 13:13:27.000000 ,24.13,84,6.81,1015,24.79,2,97,10000,Mây u ám,Nắng
Ngo Chau,2023-11-19 13:17:55.000000 ,23.82,81,4.44,1015,24.37,8,85,10000,Mây u ám,Nắng
Hoi An,2023-11-19 13:17:55.000000 ,24.98,77,5.58,1017,25.54,15,98,10000,Mây u ám,Nắng
Dong Ha,2023-11-19 13:17:55.000000 ,23.23,76,3.33,1018,23.59,10,100,10000,Mây u ám,Nắng
Bim Son,2023-11-19 13:17:54.000000 ,25.58,39,2.27,1019,25.21,63,19,10000,Mây ít,Nắng
Phu Ly,2023-11-19 13:17:46.000000 ,25.91,36,2.16,1019,25.5,359,22,10000,Mây ít,Nắng
Hai Ha,2023-11-19 13:17:56.000000 ,25.33,36,1.34,1019,24.86,65,17,10000,Mây ít,Nắng
Ha Dong,2023-11-19 13:17:56.000000 ,25.01,35,2.4,1019,24.48,323,20,10000,Mây ít,Nắng
Hau Duong,2023-11-19 13:17:56.000000 ,25.02,38,2.06,1019,24.57,0,0,10000,Không xác định,Nắng
Yen Lap,2023-11-19 13:17:56.000000 ,24.8,37,2.08,1019,24.3,21,23,10000,Mây ít,Nắng
Thanh Ba,2023-11-19 13:17:56.000000 ,24.15,40,2.9,1019,23.67,350,22,10000,Mây ít,Nắng
Doan Hung,2023-11-19 13:17:56.000000 ,23.7,43,2.32,1019,23.25,347,44,10000,Mây rải rác,Nắng
Son Duong,2023-11-19 13:17:56.000000 ,23.68,41,1.48,1020,23.17,334,50,10000,Mây rải rác,Nắng
Ho Chi Minh City,2023-11-20 09:40:58.000000 ,27.01,74,2.06,1013,29.22,0,40,9000,Mây rải rác,Nắng
Hanoi,2023-11-20 09:40:58.000000 ,21.0,49,2.01,1021,20.43,316,7,10000,Không xác định,Nắng
Turan,2023-11-20 09:44:23.000000 ,24.99,73,2.06,1018,25.45,360,75,10000,Mây rải rác,Nắng
Haiphong,2023-11-20 09:44:23.000000 ,23.95,50,0.0,1020,23.71,0,10,7000,Không xác định,Nắng
Bien Hoa,2023-11-20 09:44:23.000000 ,26.99,72,2.05,1013,29.01,323,91,10000,Mây u ám,Nắng
Can Tho,2023-11-20 09:44:23.000000 ,25.99,73,2.57,1013,25.99,350,20,10000,Mây ít,Nắng
Thu Dau Mot,2023-11-20 09:44:24.000000 ,27.03,74,2.06,1013,29.25,0,40,9000,Mây rải rác,Nắng
Di An,2023-11-20 09:44:24.000000 ,26.82,74,2.06,1013,28.86,0,40,9000,Mây rải rác,Nắng
Hue,2023-11-20 09:44:24.000000 ,22.06,88,3.09,1018,22.62,260,75,10000,Mây rải rác,Nắng
Vung Tau,2023-11-20 09:44:24.000000 ,27.12,77,2.46,1013,29.71,304,90,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-20 09:44:24.000000 ,27.03,74,2.06,1013,29.25,0,40,9000,Mây rải rác,Nắng
Nha Trang,2023-11-20 09:44:24.000000 ,29.0,71,4.11,1015,32.91,358,100,10000,Mây u ám,Nắng
Ha Long,2023-11-20 09:44:24.000000 ,23.77,41,1.0,1020,23.27,122,6,10000,Không xác định,Nắng
Qui Nhon,2023-11-20 09:44:25.000000 ,24.77,83,7.18,1016,25.47,4,100,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-20 09:44:25.000000 ,23.81,55,1.26,1020,23.68,352,42,10000,Mây rải rác,Nắng
Thai Nguyen,2023-11-20 09:44:25.000000 ,20.88,45,0.99,1021,20.2,302,2,10000,Không xác định,Nắng
Buon Ma Thuot,2023-11-20 09:40:20.000000 ,23.74,72,3.53,1016,24.05,59,100,10000,Mây u ám,Nắng
Long Xuyen,2023-11-20 09:44:25.000000 ,25.97,64,4.13,1013,25.97,8,48,10000,Mây rải rác,Nắng
Phu Khuong,2023-11-20 09:44:25.000000 ,26.54,65,3.29,1014,26.54,24,90,10000,Mây u ám,Nắng
Vinh,2023-11-20 09:44:26.000000 ,22.01,69,2.48,1021,22.07,324,64,10000,Mây rải rác,Nắng
Rach Gia,2023-11-20 09:44:26.000000 ,26.03,71,5.14,1013,26.03,22,90,10000,Mây u ám,Nắng
Da Lat,2023-11-20 09:44:26.000000 ,21.58,63,1.37,1015,21.44,34,100,10000,Mây u ám,Nắng
Bac Ninh,2023-11-20 09:44:26.000000 ,21.05,48,1.87,1021,20.46,318,4,10000,Không xác định,Nắng
Hai Duong,2023-11-20 09:44:26.000000 ,24.0,45,2.2,1020,23.63,324,10,10000,Không xác định,Nắng
Phan Thiet,2023-11-20 09:44:26.000000 ,28.02,67,0.72,1013,30.31,85,94,10000,Mây u ám,Nắng
Pleiku,2023-11-20 09:44:26.000000 ,23.05,64,4.42,1016,23.08,52,100,10000,Mây u ám,Nắng
Nam Dinh,2023-11-20 09:44:26.000000 ,23.47,50,1.71,1020,23.18,353,39,10000,Mây rải rác,Nắng
Ca Mau,2023-11-20 09:44:27.000000 ,27.58,69,2.44,1013,29.77,9,100,10000,Mây u ám,Nắng
Viet Tri,2023-11-20 09:44:27.000000 ,20.97,50,2.09,1021,20.43,312,3,10000,Không xác định,Nắng
Soc Trang,2023-11-20 09:44:27.000000 ,26.46,77,2.07,1013,26.46,327,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-20 09:44:27.000000 ,23.31,86,2.94,1018,23.94,349,100,10000,Mây u ám,Nắng
Thai Binh,2023-11-20 09:44:27.000000 ,23.56,48,1.64,1020,23.22,356,39,10000,Mây rải rác,Nắng
My Tho,2023-11-20 09:44:27.000000 ,28.29,68,1.72,1013,30.95,312,84,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-20 09:44:27.000000 ,24.47,86,5.46,1016,25.22,7,99,9209,Mây u ám,Nắng
Bac Lieu,2023-11-20 09:44:27.000000 ,26.63,77,2.36,1013,26.63,346,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-20 09:44:28.000000 ,23.99,37,0.48,1020,23.41,194,6,10000,Không xác định,Nắng
Bac Giang,2023-11-20 09:44:28.000000 ,21.04,47,1.74,1021,20.43,324,4,10000,Không xác định,Nắng
Tay Ninh,2023-11-20 09:44:28.000000 ,26.59,65,3.26,1014,26.59,25,91,10000,Mây u ám,Nắng
Ninh Binh,2023-11-20 09:44:28.000000 ,23.94,50,1.71,1020,23.7,17,37,10000,Mây rải rác,Nắng
Tan An,2023-11-20 09:44:28.000000 ,27.01,72,1.97,1013,29.04,324,90,10000,Mây u ám,Nắng
Kon Tum,2023-11-20 09:44:28.000000 ,24.85,62,2.53,1016,25.01,43,74,10000,Mây rải rác,Nắng
Tam Ky,2023-11-20 09:44:28.000000 ,23.02,86,2.26,1018,23.62,9,100,10000,Mưa vừa,Mưa
Vinh Long,2023-11-20 09:44:29.000000 ,25.99,66,2.65,1013,25.99,354,64,10000,Mây rải rác,Nắng
Lao Cai,2023-11-20 09:44:29.000000 ,23.03,55,0.73,1021,22.82,66,9,10000,Không xác định,Nắng
Lagi,2023-11-20 09:44:29.000000 ,28.04,71,0.56,1013,30.88,354,93,10000,Mây u ám,Nắng
Rach Gia,2023-11-20 09:44:26.000000 ,26.03,71,5.14,1013,26.03,22,90,10000,Mây u ám,Nắng
Con Son,2023-11-20 09:44:29.000000 ,27.61,76,8.74,1012,30.64,53,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-20 09:44:29.000000 ,26.75,61,5.51,1014,27.84,17,61,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-20 09:44:29.000000 ,27.93,57,1.93,1014,29.03,44,86,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-11-20 09:44:29.000000 ,28.56,62,4.66,1013,30.58,32,97,10000,Mây u ám,Nắng
Kwang Binh,2023-11-20 09:40:21.000000 ,21.11,81,3.37,1020,21.39,311,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-20 09:44:30.000000 ,22.97,46,0.77,1020,22.52,67,22,10000,Mây ít,Nắng
Turan,2023-11-20 09:44:23.000000 ,24.99,73,2.06,1018,25.45,360,75,10000,Mây rải rác,Nắng
Don Luan,2023-11-20 09:44:30.000000 ,28.3,65,1.83,1013,30.55,23,88,10000,Mây u ám,Nắng
Loc Ninh,2023-11-20 09:44:29.000000 ,27.93,57,1.93,1014,29.03,44,86,10000,Mây u ám,Nắng
Song Cau,2023-11-20 09:44:30.000000 ,24.34,84,6.26,1016,25.02,5,100,10000,Mây u ám,Nắng
Bim Son,2023-11-20 09:44:30.000000 ,23.81,52,1.22,1020,23.6,12,56,10000,Mây rải rác,Nắng
Cu Chi,2023-11-20 09:44:30.000000 ,27.01,74,2.35,1013,29.22,359,99,10000,Mây u ám,Nắng
Uyen Hung,2023-11-20 09:44:31.000000 ,26.78,73,2.02,1013,28.71,338,89,10000,Mây u ám,Nắng
Ben Tre,2023-11-20 09:40:21.000000 ,28.73,67,1.68,1013,31.65,299,89,10000,Mây u ám,Nắng
Sa Dec,2023-11-20 09:44:31.000000 ,25.99,66,3.14,1013,25.99,4,76,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-20 09:44:31.000000 ,28.34,71,3.51,1015,31.49,5,100,10000,Mây u ám,Nắng
Song Cau,2023-11-20 09:44:30.000000 ,24.34,84,6.26,1016,25.02,5,100,10000,Mây u ám,Nắng
Ngo Chau,2023-11-20 09:44:31.000000 ,23.76,85,3.88,1017,24.41,7,100,10000,Mây u ám,Nắng
Hoi An,2023-11-20 09:44:32.000000 ,24.98,79,4.93,1018,25.6,23,99,10000,Mây u ám,Nắng
Dong Ha,2023-11-20 09:44:32.000000 ,21.74,88,1.41,1019,22.27,4,100,10000,Mây u ám,Nắng
Bim Son,2023-11-20 09:44:30.000000 ,23.81,52,1.22,1020,23.6,12,56,10000,Mây rải rác,Nắng
Phu Ly,2023-11-20 09:44:32.000000 ,23.62,49,1.69,1020,23.32,353,43,10000,Mây rải rác,Nắng
Hai Ha,2023-11-20 09:40:21.000000 ,24.01,47,0.7,1021,23.69,76,18,10000,Mây ít,Nắng
Ha Dong,2023-11-20 09:44:32.000000 ,21.01,48,2.11,1021,20.42,320,11,10000,Mây ít,Nắng
Hau Duong,2023-11-20 09:44:32.000000 ,21.02,60,2.06,1021,20.74,300,0,10000,Không xác định,Nắng
Yen Lap,2023-11-20 09:44:32.000000 ,23.15,47,1.09,1021,22.75,6,2,10000,Không xác định,Nắng
Thanh Ba,2023-11-20 09:44:33.000000 ,22.5,49,1.7,1021,22.08,333,1,10000,Không xác định,Nắng
Doan Hung,2023-11-20 09:44:33.000000 ,22.5,50,1.49,1021,22.11,323,2,10000,Không xác định,Nắng
Son Duong,2023-11-20 09:44:33.000000 ,23.32,46,0.95,1021,22.91,298,2,10000,Không xác định,Nắng
Ho Chi Minh City,2023-11-24 19:34:01.000000 ,27.01,65,2.06,1011,28.47,50,20,10000,Mây ít,Nắng
Hanoi,2023-11-24 19:34:50.000000 ,24.0,67,3.81,1019,24.21,149,63,10000,Mây rải rác,Nắng
Turan,2023-11-24 19:36:24.000000 ,25.99,61,1.54,1017,25.99,60,40,10000,Mây rải rác,Nắng
Haiphong,2023-11-24 19:37:15.000000 ,23.95,69,3.09,1018,24.2,100,0,10000,Không xác định,Nắng
Bien Hoa,2023-11-24 19:37:15.000000 ,26.99,82,1.97,1011,29.91,68,100,10000,Mưa nhẹ,Mưa
Can Tho,2023-11-24 19:37:15.000000 ,25.99,89,1.03,1011,25.99,0,75,8000,Mưa nhẹ,Mưa
Thu Dau Mot,2023-11-24 19:37:15.000000 ,27.03,65,2.06,1011,28.5,50,20,10000,Mưa nhẹ,Mưa
Di An,2023-11-24 19:37:15.000000 ,26.82,65,2.06,1011,28.2,50,20,10000,Mưa nhẹ,Mưa
Hue,2023-11-24 19:37:15.000000 ,25.06,69,2.06,1017,25.42,70,75,10000,Mây rải rác,Nắng
Vung Tau,2023-11-24 19:36:04.000000 ,25.97,76,2.51,1012,25.97,85,100,10000,Mưa nhẹ,Mưa
Thu Dau Mot,2023-11-24 19:37:15.000000 ,27.03,65,2.06,1011,28.5,50,20,10000,Mưa nhẹ,Mưa
Nha Trang,2023-11-24 19:37:16.000000 ,25.0,90,4.1,1015,25.91,346,100,10000,Mưa nhẹ,Mưa
Ha Long,2023-11-24 19:37:16.000000 ,23.77,77,2.97,1019,24.21,86,78,10000,Mây rải rác,Nắng
Qui Nhon,2023-11-24 19:37:16.000000 ,24.68,75,7.66,1016,25.16,356,100,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-24 19:37:16.000000 ,22.43,82,1.21,1019,22.87,95,94,10000,Mây u ám,Nắng
Thai Nguyen,2023-11-24 19:37:16.000000 ,23.88,67,2.62,1019,24.07,162,97,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-11-24 19:37:16.000000 ,20.38,77,3.46,1015,20.48,87,100,10000,Mây u ám,Nắng
Long Xuyen,2023-11-24 19:37:16.000000 ,25.97,78,1.8,1012,25.97,91,100,10000,Mưa nhẹ,Mưa
Phu Khuong,2023-11-24 19:37:17.000000 ,25.77,70,3.78,1011,26.23,44,100,10000,Mưa nhẹ,Mưa
Vinh,2023-11-24 19:37:17.000000 ,22.3,84,1.76,1019,22.78,86,49,10000,Mây rải rác,Nắng
Rach Gia,2023-11-24 19:37:17.000000 ,25.62,75,2.12,1011,26.2,83,100,10000,Mây u ám,Nắng
Da Lat,2023-11-24 19:37:17.000000 ,15.06,99,1.61,1016,15.21,45,100,5655,Mưa vừa,Mưa
Bac Ninh,2023-11-24 19:34:03.000000 ,24.05,67,4.65,1019,24.26,142,77,10000,Mây rải rác,Nắng
Hai Duong,2023-11-24 19:37:17.000000 ,24.0,71,4.8,1019,24.31,119,88,10000,Mây u ám,Nắng
Phan Thiet,2023-11-24 19:33:23.000000 ,24.36,84,2.09,1012,25.04,55,100,10000,Mưa nhẹ,Mưa
Pleiku,2023-11-24 19:37:18.000000 ,18.45,79,2.49,1016,18.41,60,100,10000,Mây u ám,Nắng
Nam Dinh,2023-11-24 19:37:18.000000 ,24.05,73,4.12,1019,24.42,110,99,10000,Mây u ám,Nắng
Ca Mau,2023-11-24 19:37:18.000000 ,23.09,88,1.66,1012,23.75,47,100,10000,Mưa vừa,Mưa
Viet Tri,2023-11-24 19:37:18.000000 ,23.97,65,4.08,1019,24.12,139,98,10000,Mây u ám,Nắng
Soc Trang,2023-11-24 19:37:18.000000 ,23.82,90,1.84,1012,24.61,59,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-24 19:37:18.000000 ,22.3,77,2.99,1017,22.6,329,90,10000,Mây u ám,Nắng
Thai Binh,2023-11-24 19:37:18.000000 ,24.3,71,5.0,1019,24.64,106,100,10000,Mây u ám,Nắng
My Tho,2023-11-24 19:37:18.000000 ,23.73,94,0.97,1012,24.61,124,100,10000,Mưa vừa,Mưa
Tuy Hoa,2023-11-24 19:33:04.000000 ,23.49,85,5.37,1015,24.11,2,100,10000,Mưa nhẹ,Mưa
Bac Lieu,2023-11-24 19:37:19.000000 ,24.07,87,2.86,1012,24.8,54,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-24 19:37:19.000000 ,23.99,72,2.32,1019,24.32,101,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-24 19:37:19.000000 ,24.04,65,3.9,1019,24.2,141,99,10000,Mây u ám,Nắng
Tay Ninh,2023-11-24 19:37:20.000000 ,25.88,70,3.59,1011,26.35,46,100,10000,Mưa nhẹ,Mưa
Ninh Binh,2023-11-24 19:37:20.000000 ,23.74,75,2.73,1019,24.13,110,100,10000,Mây u ám,Nắng
Tan An,2023-11-24 19:37:20.000000 ,27.01,93,1.34,1011,31.09,163,100,10000,Mưa nhẹ,Mưa
Kon Tum,2023-11-24 19:37:20.000000 ,18.86,81,1.66,1016,18.92,50,91,10000,Mây u ám,Nắng
Tam Ky,2023-11-24 19:37:20.000000 ,22.38,75,1.81,1018,22.63,344,28,10000,Mây rải rác,Nắng
Vinh Long,2023-11-24 19:37:20.000000 ,25.99,84,1.95,1011,25.99,90,100,10000,Mây u ám,Nắng
Lao Cai,2023-11-24 19:37:21.000000 ,20.4,81,0.46,1019,20.61,191,47,10000,Mây rải rác,Nắng
Lagi,2023-11-24 19:37:21.000000 ,24.92,81,3.68,1012,25.58,73,100,10000,Mưa nhẹ,Mưa
Rach Gia,2023-11-24 19:37:17.000000 ,25.62,75,2.12,1011,26.2,83,100,10000,Mây u ám,Nắng
Con Son,2023-11-24 19:37:21.000000 ,26.24,88,13.64,1011,26.24,52,100,6903,Mưa vừa,Mưa
Cho Dok,2023-11-24 19:33:08.000000 ,25.68,71,2.0,1012,26.16,36,100,10000,Mưa nhẹ,Mưa
Loc Ninh,2023-11-24 19:37:21.000000 ,23.38,74,2.22,1012,23.71,64,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-11-24 19:37:21.000000 ,22.91,91,3.61,1013,23.63,359,100,10000,Mưa nhẹ,Mưa
Kwang Binh,2023-11-24 19:37:21.000000 ,23.5,78,3.19,1018,23.94,111,59,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-11-24 19:37:22.000000 ,21.19,74,1.25,1018,21.3,85,100,10000,Mây u ám,Nắng
Turan,2023-11-24 19:37:22.000000 ,25.99,61,1.54,1017,25.99,60,40,10000,Mây rải rác,Nắng
Don Luan,2023-11-24 19:32:27.000000 ,26.08,84,2.83,1012,26.08,40,100,10000,Mưa nhẹ,Mưa
Loc Ninh,2023-11-24 19:37:21.000000 ,23.38,74,2.22,1012,23.71,64,100,10000,Mây u ám,Nắng
Song Cau,2023-11-24 19:37:22.000000 ,24.28,77,7.33,1015,24.77,1,100,10000,Mây u ám,Nắng
Bim Son,2023-11-24 19:37:22.000000 ,23.64,75,2.17,1019,24.02,96,89,10000,Mây u ám,Nắng
Cu Chi,2023-11-24 19:37:22.000000 ,27.01,77,1.98,1011,29.48,47,100,10000,Mưa nhẹ,Mưa
Uyen Hung,2023-11-24 19:37:22.000000 ,26.78,81,2.58,1011,29.34,50,100,10000,Mưa nhẹ,Mưa
Ben Tre,2023-11-24 19:37:23.000000 ,23.65,95,0.87,1012,24.55,100,100,10000,Mưa nhẹ,Mưa
Sa Dec,2023-11-24 19:37:23.000000 ,25.99,81,2.25,1011,25.99,103,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-24 19:37:24.000000 ,24.34,92,3.19,1015,25.23,344,100,10000,Mưa nhẹ,Mưa
Song Cau,2023-11-24 19:37:22.000000 ,24.28,77,7.33,1015,24.77,1,100,10000,Mây u ám,Nắng
Ngo Chau,2023-11-24 19:37:24.000000 ,23.07,77,4.63,1016,23.44,2,100,10000,Mây u ám,Nắng
Hoi An,2023-11-24 19:37:24.000000 ,25.98,70,3.4,1018,25.98,21,48,10000,Mây rải rác,Nắng
Dong Ha,2023-11-24 19:37:24.000000 ,21.76,78,2.51,1018,22.03,98,83,10000,Mây rải rác,Nắng
Bim Son,2023-11-24 19:37:22.000000 ,23.64,75,2.17,1019,24.02,96,89,10000,Mây u ám,Nắng
Phu Ly,2023-11-24 19:37:24.000000 ,23.52,74,2.25,1019,23.86,135,98,10000,Mây u ám,Nắng
